rxn,category
O=C1CCN2CCCC[C@@H]12>>NC1CCN2CCCCC12,3
N[C@@H](CCC=O)C(=O)O>>NCCCC(N)C(=O)O,3
CC(=O)C[C@@H]1CCCN1C>>CC(O)CC1CCCN1C,2
CC(=O)CC(=O)C(=O)O>>CC(=O)CC(N)C(=O)O,3
O=C/C=C/c1ccc(O)cc1>>NCC=Cc1ccc(O)cc1,3
CCCCCCCCCC(=O)CC=O>>CCCCCCCCCC(O)CC=O,2
NC(C=O)COP(=O)(O)O>>NC(CO)COP(=O)(O)O,2
CC(=O)CC(O)CC(=O)O>>CC(N)CC(O)CC(=O)O,3
NC(CC(=O)CO)C(=O)O>>NC(CC(O)CO)C(=O)O,2
CC(=O)CC(O)CC(=O)O>>CC(O)CC(O)CC(=O)O,2
CC(=O)[C@H](N)C(=O)O>>CC(N)C(N)C(=O)O,3
O=C1CO[C@H](CO)C=C1O>>NC1COC(C=C1O)CO,3
O=C1CC(O)c2ccccc21>>OC1CC(O)c2ccccc21,2
O=C1c2ccccc2C=CC1O>>NC1c2ccccc2C=CC1O,3
O=C/C=C/c1ccc(O)cc1>>OCC=Cc1ccc(O)cc1,2
CC(=O)C(N)c1ccccc1>>CC(N)C(N)c1ccccc1,3
CC(N)CC(=O)CC(=O)O>>CC(N)CC(O)CC(=O)O,2
O=C1C=Cc2ccccc2C1O>>OC1C=Cc2ccccc2C1O,2
NC(=O)CC(=O)C(=O)O>>NC(=O)CC(N)C(=O)O,3
CN1C2CCCC1CC(=O)C2>>CN1C2CCCC1CC(N)C2,3
NC1C=Cc2ccccc2C1=O>>NC1C=Cc2ccccc2C1O,2
CC(=O)c1ccc(O)cc1O>>CC(N)c1ccc(O)cc1O,3
O=C(CO)CC(O)C(=O)O>>O=C(O)C(O)CC(O)CO,2
O=CC1Cc2ccccc2C1=O>>NC1c2ccccc2CC1C=O,3
N/C=C1\C(=O)CCOC1=O>>NC=C1C(=O)OCCC1N,3
CC(=O)C(O)c1ccccc1>>CC(N)C(O)c1ccccc1,3
CC(=O)CCC(N)C(=O)O>>CC(N)CCC(N)C(=O)O,3
O=C1Nc2ccccc2C1=O>>NC1C(=O)Nc2ccccc21,3
O=C1CC(O)c2ccccc21>>NC1CC(O)c2ccccc21,3
NC1C=Cc2ccccc2C1=O>>NC1C=Cc2ccccc2C1N,3
O=C1C=CC(=O)C(O)=C1>>NC1C=CC(=O)C=C1O,3
O=C(CO)COP(=O)(O)O>>NC(CO)COP(=O)(O)O,3
CC(N)C(=O)c1ccccc1>>CC(N)C(N)c1ccccc1,3
CC(=O)C(N)c1ccccc1>>CC(O)C(N)c1ccccc1,2
NCC1C(=O)Cc2ccccc21>>NCC1c2ccccc2CC1O,2
O=C1c2ccccc2C=CC1O>>OC1C=Cc2ccccc2C1O,2
CCCCCCCCCC(=O)CC=O>>CCCCCCCCCC(=O)CCO,2
O=C1C=CC(O)C(O)=C1>>NC1C=CC(O)C(O)=C1,3
CCCCCCCCCC(=O)CC=O>>CCCCCCCCCC(=O)CCN,3
CC(=O)CC(N)CC(=O)O>>CC(O)CC(N)CC(=O)O,2
O=CC(O)COP(=O)(O)O>>O=P(O)(O)OCC(O)CO,2
O=C(CO)CC(O)C(=O)O>>NC(CO)CC(O)C(=O)O,3
O=C1C=CC(=O)C(O)=C1>>O=C1C=CC(O)C=C1O,2
CC(=O)CC(=O)C(=O)O>>CC(N)CC(=O)C(=O)O,3
O=C(O)CC(=O)C(=O)O>>NC(CC(=O)O)C(=O)O,3
CCCCCCCCCCCCCCCC=O>>CCCCCCCCCCCCCCCCN,3
CCC(=O)c1ccc(O)cc1>>CCC(N)c1ccc(O)cc1,3
NC(CO)CC(=O)C(=O)O>>NC(CO)CC(N)C(=O)O,3
CCC(=O)c1ccc(O)cc1>>CCC(O)c1ccc(O)cc1,2
CCC(O)CC(=O)C(=O)O>>CCC(O)CC(N)C(=O)O,3
O=C(CO)c1ccc(O)cc1>>OCC(O)c1ccc(O)cc1,2
CC(=O)CC(N)CC(=O)O>>CC(N)CC(N)CC(=O)O,3
CC(O)C(=O)c1ccccc1>>CC(O)C(O)c1ccccc1,2
CC(O)CC(=O)CC(=O)O>>CC(O)CC(O)CC(=O)O,2
O=CCCC(=O)c1cccnc1>>NC(CCC=O)c1cccnc1,3
O=CCCC(=O)c1cccnc1>>NCCCC(=O)c1cccnc1,3
O=CCCC(=O)c1cccnc1>>O=C(CCCO)c1cccnc1,2
O=CC(O)COP(=O)(O)O>>NCC(O)COP(=O)(O)O,3
O=Cc1ccc2ccccc2c1O>>OCc1ccc2ccccc2c1O,2
CCCCCCCCCCCCCCCC=O>>CCCCCCCCCCCCCCCCO,2
O=CCCC(=O)c1cccnc1>>O=CCCC(O)c1cccnc1,2
CCCCCCCCCC(=O)CC=O>>CCCCCCCCCC(N)CC=O,3
CC(=O)CCC(N)C(=O)O>>CC(O)CCC(N)C(=O)O,2
NC(CO)CC(=O)C(=O)O>>NC(CO)CC(O)C(=O)O,2
O=C(O)CC(=O)C(=O)O>>O=C(O)CC(O)C(=O)O,2
NC(=O)CC(=O)C(=O)O>>NC(=O)CC(O)C(=O)O,2
NCC(=O)COP(=O)(O)O>>NCC(O)COP(=O)(O)O,2
O=C1C=Cc2ccccc2C1O>>NC1C=Cc2ccccc2C1O,3
CC(=O)CC(=O)C(=O)O>>CC(=O)CC(O)C(=O)O,2
CC(O)CC(=O)CC(=O)O>>CC(O)CC(N)CC(=O)O,3
NC(C=O)COP(=O)(O)O>>NCC(N)COP(=O)(O)O,3
O=CCc1ccc(O)c(O)c1>>NCCc1ccc(O)c(O)c1,3
O=CC1Cc2ccccc2C1=O>>O=CC1Cc2ccccc2C1O,2
O=Cc1ccc2ccccc2c1O>>NCc1ccc2ccccc2c1O,3
CN1C2CCCC1CC(=O)C2>>CN1C2CCCC1CC(O)C2,2
NCC(=O)COP(=O)(O)O>>NCC(N)COP(=O)(O)O,3
O=C(O)C(=O)CC(O)CO>>NC(CC(O)CO)C(=O)O,3
O=CC1Cc2ccccc2C1=O>>NCC1Cc2ccccc2C1=O,3
CC(N)CC(=O)CC(=O)O>>CC(N)CC(N)CC(=O)O,3
CCC(O)CC(=O)C(=O)O>>CCC(O)CC(O)C(=O)O,2
CC(=O)[C@H](N)C(=O)O>>CC(O)C(N)C(=O)O,2
NC(CC(=O)CO)C(=O)O>>NC(CO)CC(N)C(=O)O,3
O=C(O)C(=O)CC(O)CO>>O=C(O)C(O)CC(O)CO,2
CC(=O)C(O)c1ccccc1>>CC(O)C(O)c1ccccc1,2
NCC1C(=O)Cc2ccccc21>>NCC1c2ccccc2CC1N,3
O=C1CCC(C(=O)O)CC1>>NC1CCC(CC1)C(=O)O,3
O=C1CCC(C(=O)O)CC1>>O=C(O)C1CCC(O)CC1,2
O=C(CO)c1ccc(O)cc1>>NC(CO)c1ccc(O)cc1,3
CC(C)c1ccc(C=O)cc1>>CC(C)c1ccc(cc1)CO,2
O=C(CO)COP(=O)(O)O>>O=P(O)(O)OCC(O)CO,2
CC(=O)c1ccc(O)cc1O>>CC(O)c1ccc(O)cc1O,2
CC(O)C(=O)c1ccccc1>>CC(O)C(N)c1ccccc1,3
NC1C=CC(=O)C(O)=C1>>NC1C=CC(O)C(O)=C1,2
O=CCc1ccc(O)c(O)c1>>OCCc1ccc(O)c(O)c1,2
CC(C)c1ccc(C=O)cc1>>CC(C)c1ccc(cc1)CN,3
O=CC1Cc2ccccc2C1=O>>O=C1c2ccccc2CC1CO,2
N/C=C1\C(=O)CCOC1=O>>NC=C1C(=O)OCCC1O,2
NC1C=CC(=O)C(O)=C1>>NC1C=CC(N)C(O)=C1,3
CC(N)C(=O)c1ccccc1>>CC(N)C(O)c1ccccc1,2
CC(=O)CC(=O)C(=O)O>>CC(O)CC(=O)C(=O)O,2
N[C@@H](CCCC=O)C(=O)O>>NC(CCCCO)C(=O)O,2
N[C@@H](CCCC=O)C(=O)O>>NCCCCC(N)C(=O)O,3
O=C1C[C@@H](CO)OC=C1O>>NC1CC(CO)OC=C1O,3
O=C1C=Cc2ccccc2C1=O>>O=C1c2ccccc2C=CC1O,2
CC(C)=CCC/C(C)=C/C=O>>CC(C)=CCCC(C)=CCO,2
NC(=O)C(=O)CCC(=O)O>>NC(=O)C(N)CCC(=O)O,3
CCCCCCCCC(=O)C(=O)O>>CCCCCCCCC(N)C(=O)O,3
CC(C)=CCC[C@H](C)CC=O>>CC(C)=CCCC(C)CCN,3
O=C(CO)CC(=O)C(=O)O>>O=C(CO)CC(O)C(=O)O,2
CC1=CC(N)C(O)=CC1=O>>CC1=CC(N)C(O)=CC1O,2
O=C[C@H](O)C(O)(CO)CO>>OCC(O)C(O)(CO)CO,2
O=C(O)C(=O)c1ccccc1>>NC(C(=O)O)c1ccccc1,3
CC1=CC(=O)C(O)=CC1N>>CC1=CC(N)C(O)=CC1N,3
CC1CCC(C(C)CO)C1C=O>>CC1CCC(C(C)CO)C1CN,3
CC1CCC(C(C)CO)C1C=O>>CC1CCC(C(C)CO)C1CO,2
COc1ccc(/C=C/C=O)cc1>>COc1ccc(C=CCN)cc1,3
CC(=O)C(C)(O)C(=O)O>>CC(N)C(C)(O)C(=O)O,3
Cc1ncc(C=O)c(CO)c1O>>Cc1ncc(CN)c(CO)c1O,3
CC1=CC(=O)C(O)=CC1N>>CC1=CC(O)C(O)=CC1N,2
CC[C@H](C)C(=O)C(=O)O>>CCC(C)C(N)C(=O)O,3
CC1=CC(O)C(O)=CC1=O>>CC1=CC(O)C(O)=CC1N,3
CC(C)=CCC/C(C)=C\C=O>>CC(C)=CCCC(C)=CCO,2
O=C1CN[C@H](C(=O)O)C1>>NC1CNC(C1)C(=O)O,3
O=CC1C(=O)Cc2ccccc21>>O=C1Cc2ccccc2C1CO,2
O=Cc1c[nH]c2ccccc12>>NCc1c[nH]c2ccccc12,3
CC1=CC(=O)C(O)=CC1O>>CC1=CC(N)C(O)=CC1O,3
CCCC(C(=O)O)C(=O)CC>>CCCC(C(=O)O)C(N)CC,3
CC(C)(O)C(=O)C(=O)O>>CC(C)(O)C(N)C(=O)O,3
NC1C(=O)C=Cc2ccccc21>>NC1c2ccccc2C=CC1O,2
CC(C)=CCC/C(C)=C/C=O>>CC(C)=CCCC(C)=CCN,3
CC(=CCCC(C)=CC=O)CO>>CC(=CCCC(C)=CCN)CO,3
O=C1C=Cc2ccccc2C1=O>>NC1C=Cc2ccccc2C1=O,3
CC(C=O)C1CCC(C)C1CO>>CC1CCC(C(C)CO)C1CO,2
NC1C(=O)C=Cc2ccccc21>>NC1C=Cc2ccccc2C1N,3
CC(C)(O)C(=O)C(=O)O>>CC(C)(O)C(O)C(=O)O,2
O=C(O)CCC(=O)C(=O)O>>O=C(O)CCC(O)C(=O)O,2
CC(=O)CC(=O)CC(=O)O>>CC(=O)CC(O)CC(=O)O,2
O=C(O)C(=O)Cn1ccnc1>>O=C(O)C(O)Cn1ccnc1,2
CCCC(C(=O)O)C(=O)CC>>CCCC(C(=O)O)C(O)CC,2
O=C1CN[C@H](C(=O)O)C1>>O=C(O)C1CC(O)CN1,2
CC(=CCCC(C)=CC=O)CO>>CC(=CCCC(C)=CCO)CO,2
CC(=O)C(=O)c1ccccc1>>CC(=O)C(O)c1ccccc1,2
CC1CCC(C(C)CN)C1C=O>>CC1CCC(C(C)CN)C1CN,3
O=C1CO[C@H](CO)C=C1O>>OCC1C=C(O)C(O)CO1,2
CC(C=O)C1CCC(C)C1CN>>CC1CCC(C(C)CN)C1CN,3
CC(=O)CC(=O)CC(=O)O>>CC(N)CC(=O)CC(=O)O,3
CC(=O)C(=O)c1ccccc1>>CC(O)C(=O)c1ccccc1,2
O=CC(=O)COP(=O)(O)O>>NC(C=O)COP(=O)(O)O,3
O=C(O)[C@H](O)C(=O)CO>>O=C(O)C(O)C(O)CO,2
CC(C=O)=CCCC(C)=CCN>>CC(=CCCC(C)=CCN)CN,3
O=C1C=CC(=O)C(O)=C1>>NC1C=CC(=O)C(O)=C1,3
CC1=CC(O)C(O)=CC1=O>>CC1=CC(O)C(O)=CC1O,2
Cc1ncc(C=O)c(CO)c1O>>Cc1ncc(CO)c(CO)c1O,2
O=C(O)[C@H](O)C(=O)CO>>NC(CO)C(O)C(=O)O,3
O=CC(=O)COP(=O)(O)O>>O=C(CO)COP(=O)(O)O,2
Cc1ncc(CO)c(C=O)c1O>>Cc1ncc(CO)c(CN)c1O,3
CC1=CC(=O)C(O)=CC1O>>CC1=CC(O)C(O)=CC1O,2
O=C(O)C(=O)c1ccccc1>>O=C(O)C(O)c1ccccc1,2
CC[C@H](C)C(=O)C(=O)O>>CCC(C)C(O)C(=O)O,2
O=CC1C(=O)Cc2ccccc21>>O=CC1c2ccccc2CC1O,2
CC(=O)CC(=O)CC(=O)O>>CC(O)CC(=O)CC(=O)O,2
COc1cc(C(C)=O)ccc1O>>COc1cc(ccc1O)C(C)O,2
CC(C=O)C1CCC(C)C1CN>>CC1CCC(C(C)CO)C1CN,2
O=Cc1c[nH]c2ccccc12>>OCc1c[nH]c2ccccc12,2
COc1ccc(/C=C/C=O)cc1>>COc1ccc(C=CCO)cc1,2
COc1cc(C(C)=O)ccc1O>>COc1cc(ccc1O)C(C)N,3
CCCC(CC(C)=O)C(=O)O>>CCCC(CC(C)O)C(=O)O,2
O=C(CO)CC(=O)C(=O)O>>O=C(O)C(=O)CC(O)CO,2
O=C1C=Cc2ccccc2C1=O>>O=C1C=Cc2ccccc2C1O,2
O=C(O)CCC(=O)C(=O)O>>NC(CCC(=O)O)C(=O)O,3
CC(C=O)=CCCC(C)=CCN>>CC(=CCCC(C)=CCN)CO,2
Cc1ncc(CO)c(C=O)c1O>>Cc1ncc(CO)c(CO)c1O,2
NC(=O)CCC(=O)C(=O)O>>NC(=O)CCC(O)C(=O)O,2
NC(=O)C(=O)CCC(=O)O>>NC(=O)C(O)CCC(=O)O,2
CC(=CCCC(C)=CC=O)CN>>CC(=CCCC(C)=CCO)CN,2
CC(=O)C(C)(O)C(=O)O>>CC(O)C(C)(O)C(=O)O,2
O=C1C=CC(=O)C(O)=C1>>O=C1C=CC(O)C(O)=C1,2
CC1=CC(N)C(O)=CC1=O>>CC1=CC(N)C(O)=CC1N,3
CC(=O)CC(=O)CC(=O)O>>CC(=O)CC(N)CC(=O)O,3
CC(C=O)=CCCC(C)=CCO>>CC(=CCCC(C)=CCO)CN,3
CCCC(CC(C)=O)C(=O)O>>CCCC(CC(C)N)C(=O)O,3
NC(=O)CCC(=O)C(=O)O>>NC(=O)CCC(N)C(=O)O,3
CC(C=O)C1CCC(C)C1CO>>CC1CCC(C(C)CN)C1CO,3
O=C[C@H](O)C(O)(CO)CO>>NCC(O)C(O)(CO)CO,3
CC1CCC(C(C)CN)C1C=O>>CC1CCC(C(C)CN)C1CO,2
CC(=O)C(=O)c1ccccc1>>CC(=O)C(N)c1ccccc1,3
O=C(O)C(=O)Cn1ccnc1>>NC(Cn1ccnc1)C(=O)O,3
CC(C=O)=CCCC(C)=CCO>>CC(=CCCC(C)=CCO)CO,2
CC(=O)C(=O)c1ccccc1>>CC(N)C(=O)c1ccccc1,3
COC(=O)CC(=O)C(=O)O>>COC(=O)CC(O)C(=O)O,2
COC(=O)CC(=O)C(=O)O>>COC(=O)CC(N)C(=O)O,3
O=CC(=O)COP(=O)(O)O>>NCC(=O)COP(=O)(O)O,3
CC(C)=CCC[C@H](C)CC=O>>CC(C)=CCCC(C)CCO,2
CCCCCCCCC(=O)C(=O)O>>CCCCCCCCC(O)C(=O)O,2
O=CC(=O)COP(=O)(O)O>>O=CC(O)COP(=O)(O)O,2
O=C(CO)CC(=O)C(=O)O>>NC(CC(=O)CO)C(=O)O,3
O=C(CO)CC(=O)C(=O)O>>NC(CO)CC(=O)C(=O)O,3
O=CC1C(=O)Cc2ccccc21>>NC1Cc2ccccc2C1C=O,3
CC(C)=CCC/C(C)=C\C=O>>CC(C)=CCCC(C)=CCN,3
CC(=CCCC(C)=CC=O)CN>>CC(=CCCC(C)=CCN)CN,3
CC(=O)C[C@@H](N)C(=O)O>>CC(O)CC(N)C(=O)O,2
CC(=O)C(=O)[C@@H](O)CO>>CC(=O)C(O)C(O)CO,2
CC[C@@H](C)C(=O)C(=O)O>>CCC(C)C(N)C(=O)O,3
CC(=O)C(=O)[C@@H](O)CO>>CC(N)C(=O)C(O)CO,3
N/C(=C/C=C\C=O)C(=O)O>>NC(=CC=CCO)C(=O)O,2
O=C/C=C(O)\C=C/C(=O)O>>NCC=C(O)C=CC(=O)O,3
N/C(=C/C=C\C=O)C(=O)O>>NCC=CC=C(N)C(=O)O,3
CC(C)=CCC[C@@H](C)CC=O>>CC(C)=CCCC(C)CCN,3
CC(=O)/C=C/C=C(\C)C=O>>CC(C=O)=CC=CC(C)N,3
CC(=O)C[C@@H](N)C(=O)O>>CC(N)CC(N)C(=O)O,3
CC(=O)C(=O)[C@@H](O)CO>>CC(O)C(=O)C(O)CO,2
O=C1C[C@@H](CO)OC=C1O>>OCC1CC(O)C(O)=CO1,2
O=C/C=C\C=C(\O)C(=O)O>>NCC=CC=C(O)C(=O)O,3
CC(C)=CCC[C@@H](C)CC=O>>CC(C)=CCCC(C)CCO,2
O=C/C=C(O)\C=C/C(=O)O>>O=C(O)C=CC(O)=CCO,2
CC(=O)C(=O)[C@@H](O)CO>>CC(=O)C(N)C(O)CO,3
CC(=O)/C=C/C=C(\C)C=O>>CC(=O)C=CC=C(C)CO,2
CC[C@@H](C)C(=O)C(=O)O>>CCC(C)C(O)C(=O)O,2
CC(=O)/C=C/C=C(\C)C=O>>CC(C=O)=CC=CC(C)O,2
O=C/C=C\C=C(\O)C(=O)O>>O=C(O)C(O)=CC=CCO,2
CC(=O)/C=C/C=C(\C)C=O>>CC(=O)C=CC=C(C)CN,3
COc1ccc(cc1CO)C(C)=O>>COc1ccc(cc1CO)C(C)N,3
CC1=CC(=O)C(O)=CC1=O>>CC1=CC(=O)C(O)=CC1N,3
O=C[C@H](O)COP(=O)(O)O>>O=P(O)(O)OCC(O)CO,2
CNC(=O)CCC(=O)C(=O)O>>CNC(=O)CCC(O)C(=O)O,2
O=C(O)C(=O)C[C@H](O)CO>>O=C(O)C(O)CC(O)CO,2
COc1ccc(cc1CO)C(C)=O>>COc1ccc(cc1CO)C(C)O,2
CC1=CC(=O)C(O)=CC1=O>>CC1=CC(N)C(O)=CC1=O,3
CCC1(CC)C(=O)CCNC1=O>>CCC1(CC)C(=O)NCCC1O,2
O=C1C(O)CC(O)C(O)C1O>>OC1CC(O)C(O)C(O)C1O,2
COc1ccc(cc1C=O)C(C)O>>COc1ccc(cc1CN)C(C)O,3
NC[C@H](O)CC(=O)C(=O)O>>NCC(O)CC(O)C(=O)O,2
CC(C=O)=CC=CC(C)=CCO>>CC(C=CC=C(C)CN)=CCO,3
CC/C=C\CC1=C(C)CCC1=O>>CCC=CCC1=C(C)CCC1N,3
COc1cc(/C=C/C=O)ccc1O>>COc1cc(C=CCN)ccc1O,3
NCCC(=O)c1cc(O)ccc1N>>NCCC(N)c1cc(O)ccc1N,3
O=CC(CCC(=O)O)C(=O)O>>NCC(CCC(=O)O)C(=O)O,3
CC1=CC=CC(C)(C)CC1=O>>CC1=CC=CC(C)(C)CC1N,3
C=C(CO)C1CCC(C)C1C=O>>C=C(CO)C1CCC(C)C1CO,2
CC(=O)c1ccc(O)c(O)c1>>CC(O)c1ccc(O)c(O)c1,2
NC1C=CC(=O)c2ccccc21>>NC1C=CC(N)c2ccccc21,3
CCC(O)(C(C)=O)C(=O)O>>CCC(O)(C(=O)O)C(C)O,2
CCC1(CC)C(=O)CCNC1=O>>CCC1(CC)C(=O)NCCC1N,3
C=C(C)C1CC=C(C=O)CC1>>C=C(C)C1CC=C(CN)CC1,3
O=C[C@H](O)COP(=O)(O)O>>NCC(O)COP(=O)(O)O,3
CC1=CC(=O)C(O)=CC1=O>>CC1=CC(O)C(O)=CC1=O,2
NCCC(=O)c1cccc(O)c1N>>NCCC(O)c1cccc(O)c1N,2
CCC(O)(C(C)=O)C(=O)O>>CCC(O)(C(=O)O)C(C)N,3
C=C(CN)C1CCC(C)C1C=O>>C=C(CN)C1CCC(C)C1CO,2
CC(C=O)=CC=CC(C)=CCO>>CC(C=CC=C(C)CO)=CCO,2
COc1ccc(cc1C=O)C(C)N>>COc1ccc(cc1CN)C(C)N,3
CC(=O)c1ccc(O)c(O)c1>>CC(N)c1ccc(O)c(O)c1,3
NC1C(=O)CC(O)C(O)C1O>>NC1C(O)CC(O)C(O)C1O,2
O=CC(CCC(=O)O)C(=O)O>>O=C(O)CCC(CO)C(=O)O,2
O=C(O)C(=O)Cc1ccccc1>>NC(Cc1ccccc1)C(=O)O,3
O=CCc1c[nH]c2ccccc12>>NCCc1c[nH]c2ccccc12,3
O=C(O)CCCC(=O)C(=O)O>>NC(CCCC(=O)O)C(=O)O,3
O=CC1C(=O)Cc2ccccc21>>NCC1C(=O)Cc2ccccc21,3
C=C(C=O)C1CCC(C)C1CN>>C=C(CO)C1CCC(C)C1CN,2
CC1=CC(=O)CC(C)(C)C1>>CC1=CC(N)CC(C)(C)C1,3
CC/C=C\CC1=C(C)CCC1=O>>CCC=CCC1=C(C)CCC1O,2
NCCC1C=CC(O)C(=O)C=1>>NCCC1C=CC(O)C(N)C=1,3
NCCC1C=CC(=O)C(O)C=1>>NCCC1C=CC(O)C(O)C=1,2
NCCC1C=CC(=O)C(O)C=1>>NCCC1C=CC(N)C(O)C=1,3
CC(C=CC=C(C)CN)=CC=O>>CC(C=CC=C(C)CN)=CCN,3
CCCCCCCCCCCCC/C=C/C=O>>CCCCCCCCCCCCCC=CCN,3
O=C1C=CC(O)c2ccccc21>>OC1C=CC(O)c2ccccc21,2
COc1ccc(cc1CN)C(C)=O>>COc1ccc(cc1CN)C(C)N,3
CC(C)(CO)C(=O)C(=O)O>>CC(C)(CO)C(N)C(=O)O,3
CCC(C)(O)C(=O)C(=O)O>>CCC(C)(O)C(N)C(=O)O,3
O=C(O)C(=O)Cc1ccccc1>>O=C(O)C(O)Cc1ccccc1,2
CC1=CC=CC(C)(C)CC1=O>>CC1=CC=CC(C)(C)CC1O,2
NCCC1C=CC(N)C(=O)C=1>>NCCC1C=CC(N)C(O)C=1,2
CCCCCCCCCCCCCCCCCC=O>>CCCCCCCCCCCCCCCCCCO,2
O=C(O)CCC(=O)CC(=O)O>>NC(CCC(=O)O)CC(=O)O,3
O=C1C(O)CC(O)C(O)C1O>>NC1C(O)CC(O)C(O)C1O,3
COc1cc(C(O)C=O)ccc1O>>COc1cc(ccc1O)C(O)CN,3
NCCC(=O)c1cccc(O)c1N>>NCCC(N)c1cccc(O)c1N,3
O=C1CC(O)C(O)C(O)C1O>>OC1CC(O)C(O)C(O)C1O,2
CC1=CC(=O)C(O)=CC1=O>>CC1=CC(=O)C(O)=CC1O,2
NCCC1C=CC(O)C(=O)C=1>>NCCC1C=CC(O)C(O)C=1,2
NC1CC(O)C(O)C(O)C1=O>>NC1CC(O)C(O)C(O)C1N,3
O=C(O)CCC(=O)CC(=O)O>>O=C(O)CCC(O)CC(=O)O,2
NC1C(=O)CC(O)C(O)C1O>>NC1CC(O)C(O)C(O)C1N,3
CC1=CC(=O)CC(C)(C)C1>>CC1=CC(O)CC(C)(C)C1,2
CC(C=O)=CC=CC(C)=CCN>>CC(C=CC=C(C)CN)=CCN,3
NC1CC(O)C(O)C(O)C1=O>>NC1CC(O)C(O)C(O)C1O,2
COc1cc(C(O)C=O)ccc1O>>COc1cc(ccc1O)C(O)CO,2
CC(C=CC=C(C)CO)=CC=O>>CC(C=CC=C(C)CO)=CCO,2
O=Cc1cccc(C(=O)O)c1O>>NCc1cccc(C(=O)O)c1O,3
O=Cc1cccc(C(=O)O)c1O>>O=C(O)c1cccc(CO)c1O,2
C[C@H](N)CC(=O)CC(=O)O>>CC(N)CC(N)CC(=O)O,3
O=C1C=CC(O)c2ccccc21>>NC1C=CC(O)c2ccccc21,3
N[C@H](C=O)Cc1c[nH]cn1>>NC(CO)Cc1c[nH]cn1,2
CC(C=CC=C(C)CN)=CC=O>>CC(C=CC=C(C)CN)=CCO,2
C=C(CN)C1CCC(C)C1C=O>>C=C(CN)C1CCC(C)C1CN,3
COc1ccc(cc1CN)C(C)=O>>COc1ccc(cc1CN)C(C)O,2
NCCC1C=CC(N)C(=O)C=1>>NCCC1C=CC(N)C(N)C=1,3
C[C@H](N)C(=O)c1ccccc1>>CC(N)C(O)c1ccccc1,2
C=C(C)C1CC=C(C=O)CC1>>C=C(C)C1CC=C(CO)CC1,2
C=C(C=O)C1CCC(C)C1CN>>C=C(CN)C1CCC(C)C1CN,3
O=C1CC(O)C(O)C(O)C1O>>NC1CC(O)C(O)C(O)C1O,3
C[C@H](N)C(=O)c1ccccc1>>CC(N)C(N)c1ccccc1,3
NCCC1C=CC(=O)C(N)C=1>>NCCC1C=CC(O)C(N)C=1,2
CCCCCCCCCCCCC/C=C/C=O>>CCCCCCCCCCCCCC=CCO,2
COc1ccc(cc1C=O)C(C)O>>COc1ccc(cc1CO)C(C)O,2
NCCC(=O)c1cc(O)ccc1N>>NCCC(O)c1cc(O)ccc1N,2
O=CCc1c[nH]c2ccccc12>>OCCc1c[nH]c2ccccc12,2
CNC(=O)CCC(=O)C(=O)O>>CNC(=O)CCC(N)C(=O)O,3
NCCC1C=CC(=O)C(N)C=1>>NCCC1C=CC(N)C(N)C=1,3
O=C(O)CC(=O)c1ccccc1>>O=C(O)CC(O)c1ccccc1,2
CC(C=O)=CC=CC(C)=CCN>>CC(C=CC=C(C)CO)=CCN,2
CC(C=CC=C(C)CO)=CC=O>>CC(C=CC=C(C)CO)=CCN,3
O=C(O)CC(=O)c1ccccc1>>NC(CC(=O)O)c1ccccc1,3
COc1ccc(cc1C=O)C(C)N>>COc1ccc(cc1CO)C(C)N,2
C=C(CO)C1CCC(C)C1C=O>>C=C(CO)C1CCC(C)C1CN,3
CC(C)(CO)C(=O)C(=O)O>>CC(C)(CO)C(O)C(=O)O,2
O=C1C=Cc2ccccc2C1=O>>NC1C(=O)C=Cc2ccccc21,3
O=C(O)C(=O)C[C@H](O)CO>>NC(CC(O)CO)C(=O)O,3
C=C(C=O)C1CCC(C)C1CO>>C=C(CO)C1CCC(C)C1CO,2
O=NNCCCC(=O)c1cccnc1>>O=NNCCCC(O)c1cccnc1,2
COc1cc(/C=C/C=O)ccc1O>>COc1cc(C=CCO)ccc1O,2
C[C@H](N)CC(=O)CC(=O)O>>CC(N)CC(O)CC(=O)O,2
C=C(C=O)C1CCC(C)C1CO>>C=C(CN)C1CCC(C)C1CO,3
O=C(O)CCCC(=O)C(=O)O>>O=C(O)CCCC(O)C(=O)O,2
O=NNCCCC(=O)c1cccnc1>>NC(CCCNN=O)c1cccnc1,3
CCC(C)(O)C(=O)C(=O)O>>CCC(C)(O)C(O)C(=O)O,2
CCCCCCCCCCCCCCCCCC=O>>CCCCCCCCCCCCCCCCCCN,3
NC[C@H](O)CC(=O)C(=O)O>>NCC(O)CC(N)C(=O)O,3
N[C@H](C=O)Cc1c[nH]cn1>>NCC(N)Cc1c[nH]cn1,3
NC1C=CC(=O)c2ccccc21>>NC1C=CC(O)c2ccccc21,2
O=C(O)C(=O)C[C@@H](O)CO>>NC(CC(O)CO)C(=O)O,3
CC(=O)[C@](C)(O)C(=O)O>>CC(O)C(C)(O)C(=O)O,2
CC(=O)[C@@H](O)[C@H](O)CO>>CC(O)C(O)C(O)CO,2
CC(=O)[C@@H](O)[C@H](O)CO>>CC(N)C(O)C(O)CO,3
O=C(O)C(=O)C[C@@H](O)CO>>O=C(O)C(O)CC(O)CO,2
